06IND001B,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND001B,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND001B/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND001B,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND001B/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND001B/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND003G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND003G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND003G/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND003G,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND003G/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND003G/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND006B,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND006B,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND006B/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND006B,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND006B/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND006B/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND007G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND007G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND007G/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND007G,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND007G/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND007G/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND012B,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND012B,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND012B/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND012B,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND012B/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND012B/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND014B,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND014B,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND014B/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND014B,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND014B/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND014B/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND016G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND016G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND016G/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND016G,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND016G/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND016G/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND027G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND027G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND027G/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND027G,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND027G/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND027G/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND030G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND030G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND030G/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND030G,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND030G/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND030G/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
06IND045G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/IND.nirs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND045G,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NIRSfilesandBetas,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND045G/anatomical/headvol.vox,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_scale2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupTemplate/indiaOveralltemplate_BrainMask2mm.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/NeuroDOT_Output_MRIs_Group,Subject,06IND045G,0,0,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND045G/T1_RAS.nii,/Volumes/PegasusDDLab/ProjectINDIA/Y1/MCs-MRIs/06IND045G/T1_Mask.nii,/Volumes/PegasusDDLab/ProjectINDIA/GroupAnalyses/ExtractHb_Analysis/Y1
